Marcas,Combustible,Año,Kms,Cv,Provincia,Precio
VOLKSWAGEN T-Roc 1.6TDI Advance,Diésel,2020,124.132 km,115 cv,Sevilla,17.990 €
VOLKSWAGEN Golf 1.6TDI Advance 85kW,Diésel,2018,102.729 km,115 cv,Jaén,18.500 €
OPEL Crossland 1.2 96KW GS LINE 5P,Gasolina,2022,11.220 km,130 cv,Madrid,19.700 €
SEAT León ST 1.0 EcoTSI S&S Style,Gasolina,2019,114.070 km,115 cv,Sevilla,13.990 €
SEAT Arona 1.6 TDI 70kW (95CV) Style Ecomotive,Diésel,2020,90.634 km,95 cv,Sevilla,16.990 €
PEUGEOT 3008 GT-LINE 1.5 BLUE HDI 130 CV,Diésel,2018,44.283 km,130 cv,Pontevedra,22.850 €
PEUGEOT 308 1.2 PureTech S&S Style 130,Gasolina,2019,63.700 km,130 cv,Pontevedra,16.950 €
FORD Kuga 2.5 Duratec PHEV ST-Line X 4x2,Híbrido Enchufable,2022,12.000 km,225 cv,Tarragona,41.000 €
VOLVO XC40 T2 Momentum Core,Gasolina,2021,19.060 km,129 cv,Sevilla,29.490 €
PEUGEOT Rifter Access Standard BlueHDi 73kW,Diésel,2020,82.750 km,100 cv,Cantabria,16.690 €
VOLKSWAGEN Polo 1.6TDI Edition 59kW,Diésel,2018,121.056 km,80 cv,Cantabria,10.990 €
OPEL Mokka 1.5D S&S GS Line,Diésel,2022,66.414 km,110 cv,Cantabria,19.990 €
CITROEN Nemo HDi 75cv Furgón,Diésel,2015,113.211 km,75 cv,Cantabria,6.990 €
CITROEN C4 Cactus 1.2 PureTech Feel 82,Gasolina,2018,82.553 km,82 cv,Cantabria,11.890 €
PEUGEOT 2008 1.2 PureTech S&S Style 82,Gasolina,2018,118.939 km,82 cv,Cantabria,11.590 €
MITSUBISHI Outlander 200 MPI Motion 2WD 7pl. CVT,Gasolina,2019,84.303 km,150 cv,Cantabria,20.690 €
VOLVO V90 Cross Country 2.0 B4 D AWD Auto,Diésel,2021,59.210 km,197 cv,Cantabria,39.890 €
BMW Serie 5 530dA Gran Turismo xDrive,Diésel,2013,142.148 km,258 cv,Cantabria,20.690 €
KIA Soul e-Soul Emotion Long Range,Eléctrico,2020,53.667 km,204 cv,Cantabria,26.390 €
LEXUS NX 300h Executive Kick Power+ Navigation 4WD,Híbrido,2019,87.297 km,197 cv,Cantabria,29.990 €
RENAULT Clio 1.5DCI Business 85 eco2,Diésel,2018,97.633 km,85 cv,Cantabria,10.990 €
CITROEN C4 Cactus 1.5BlueHDi S&S Feel 100,Diésel,2019,123.106 km,100 cv,Cantabria,12.990 €
SEAT Ateca 1.5 EcoTSI S&S Style DSG,Gasolina,2019,43.375 km,150 cv,Cantabria,22.990 €
SKODA Octavia Combi 1.5 TSI Style 110kW,Gasolina,2020,75.517 km,150 cv,Cantabria,19.990 €
JEEP Renegade 1.0 Longitude 4x2,Gasolina,2022,1.000 km,120 cv,Málaga,21.900 €
TOYOTA C-HR 1.8 VVT-I HYBRID ACTIVE AUTO 5P,Gasolina,2022,17.116 km,122 cv,Barcelona,26.400 €
FIAT 500 Cult 1.0 Hybrid 51KW (70 CV),Híbrido,2022,10 km,69 cv,Málaga,16.500 €
AUDI e-tron 55 quattro S line,Eléctrico,2020,18.716 km,408 cv,Sevilla,59.190 €
SEAT Ibiza 1.0 TSI FR 81 kW (110 CV),Gasolina,2022,10.777 km,110 cv,Córdoba,19.500 €
BMW X1 sDrive 18iA,Gasolina,2022,16.993 km,136 cv,Córdoba,39.900 €
SEAT Arona 1.0 TSI S&S FR 110,Gasolina,2022,15.856 km,110 cv,Córdoba,20.900 €
PEUGEOT 2008 1.2 PureTech S&S Allure 130,Gasolina,2020,19.932 km,130 cv,Castellón,24.900 €
CITROEN C3 1.5BlueHDi S&S C-Series 100,Diésel,2022,14.731 km,100 cv,Madrid,18.360 €
DS 7 Crossback 1.5BlueHDi Bastille Aut.,Diésel,2022,13.480 km,130 cv,Madrid,35.900 €
FORD Focus 1.0 Ecoboost Trend+ Aut. 125,Gasolina,2018,39.993 km,125 cv,Tarragona,15.990 €
FIAT 500 500e 87Kw Monotrim,Eléctrico,2023,10 km,118 cv,Ávila,34.245 €
PEUGEOT 3008 SUV HYB PHEV 225 Allure Pack e-EAT8,Híbrido Enchufable,2023,3.501 km,224 cv,Tarragona,36.990 €
AUDI A3 Sportback 30 g-tron S tronic 96kW,Gas,2019,17.276 km,131 cv,Cantabria,21.290 €
MINI Countryman Cooper SD ALL4 Aut.,Diésel,2018,29.261 km,190 cv,Córdoba,32.900 €
FIAT 500 1.0 Hybrid Dolcevita 52kW,Gasolina,2023,1 km,70 cv,Valencia,18.500 €
HYUNDAI i30 FB 1.0 TGDI Klass 120,Gasolina,2018,62.472 km,120 cv,Madrid,16.300 €
FORD Fiesta 1.1 Ti-VCT Trend,Gasolina,2021,48.700 km,75 cv,Vizcaya,15.900 €
OPEL Astra 1.2T XHT S/S GS-Line 130,Gasolina,2022,28.752 km,130 cv,Valencia,22.900 €
AUDI A3 Cabrio 2.0TDI S Line Edition S-T 110kW,Diésel,2017,38.973 km,150 cv,La Coruña,33.500 €
CITROEN C4 1.6BlueHDI Live Edition 100,Diésel,2016,92.456 km,99 cv,Granada,11.300 €
AUDI A4 30 TDI Advanced S tronic 100kW,Diésel,2022,6.200 km,136 cv,Córdoba,40.100 €
CITROEN C4 1.2 PureTech Feel Pack S&S 130,Gasolina,2022,4.812 km,130 cv,Barcelona,20.990 €
MERCEDES-BENZ Clase A 180 d 8G-DCT/Edition/Paquete Premium,Diésel,2021,29.621 km,116 cv,Barcelona,32.900 €
SEAT Ibiza 1.0 TSI 81kW (110CV) FR Go,Gasolina,2021,46.752 km,110 cv,Barcelona,16.290 €
CITROEN C-Elysée 1.2 PureTech Shine 82,Gasolina,2019,45.128 km,82 cv,Barcelona,11.490 €
OPEL Grandland X 1.2 Turbo GS Line,Gasolina,2022,20.823 km,130 cv,Barcelona,23.990 €
CITROEN C3 Aircross Puretech S&S Feel Pack 110,Gasolina,2021,23.863 km,110 cv,Salamanca,20.100 €
LAND-ROVER Range Rover Evoque 2.0 D150 AUTO 4WD MHEV 5P,Diésel,2020,15.083 km,150 cv,Alicante,45.600 €
JEEP Grand Cherokee 3.0CRD Limited 190 Aut.,Diésel,2013,184.511 km,190 cv,Asturias,23.500 €
SEAT Arona 1.0 TSI S&S Xperience 110,Gasolina,2022,11.000 km,110 cv,Alicante,20.600 €
AUDI A1 Sportback 1.2 TFSI Attraction,Gasolina,2014,117.000 km,86 cv,Orense,13.900 €
NISSAN Qashqai dCi 85 kW (115 CV) E6D DCT N-CONNECTA,Diésel,2020,107.630 km,115 cv,Lugo,19.900 €
FORD EcoSport 1.5TDCi Titanium 100,Diésel,2018,80.308 km,100 cv,Madrid,15.490 €
HYUNDAI Tucson 1.6 TGDI Maxx 4x2,Gasolina,2022,10.340 km,150 cv,Lugo,27.900 €
JEEP Compass 1.4 Multiair Sport 4x2 103kW,Gasolina,2020,54.340 km,140 cv,Cantabria,19.790 €
TOYOTA Yaris 1.5 DUAL VVT-IE FEEL 5P,Gasolina,2020,67.823 km,111 cv,Alicante,15.350 €
TOYOTA Land Cruiser LANDCRUISER 2.8D-4D 130KW VX 177CV 5P 7 PLAZAS,Diésel,2019,83.986 km,177 cv,Madrid,43.900 €
CITROEN C3 1.5BlueHDi S&S Feel 100,Diésel,2019,134.000 km,99 cv,Cantabria,12.900 €
OPEL Grandland X 1.2 Turbo Ultimate,Gasolina,2022,1 km,130 cv,Zaragoza,31.500 €
FORD EcoSport 1.5 EcoBlue ST Line 100,Diésel,2019,97.308 km,100 cv,Valencia,15.900 €
TOYOTA RAV-4 Rav4 2.5 VVT-I 160KW LUXURY AUTO 5P,Gasolina,2019,23.273 km,218 cv,Castellón,36.800 €
CITROEN C3 1.5BlueHDi S&S Shine 100,Diésel,2022,14.128 km,100 cv,Zaragoza,19.000 €
CITROEN C3 Aircross BlueHDi S&S Shine Pack EAT6 120,Diésel,2022,10 km,120 cv,Zaragoza,25.900 €
SEAT Ateca 2.0TDI CR S&S Xcellence 150,Diésel,2019,47.500 km,150 cv,Zaragoza,25.495 €
CITROEN C3 1.5BlueHDi S&S C-Series 100,Diésel,2023,10 km,100 cv,Zaragoza,20.500 €
OPEL Mokka 1.5D S&S GS Line,Diésel,2022,66.414 km,110 cv,Sevilla,19.990 €
BMW i3 Berlina 170cv Automático de 5 Puertas,Eléctrico,2015,90.367 km,170 cv,Sevilla,16.290 €
SEAT Ibiza 1.0 EcoTSI S&S Style 95,Gasolina,2017,118.233 km,95 cv,Sevilla,10.190 €
LAND-ROVER Range Rover Sport 3.0TDV6 SE Aut.,Diésel,2016,80.000 km,258 cv,La Rioja,47.900 €
BMW Serie 2 218dA Gran Coupé,Diésel,2021,176.903 km,150 cv,Sevilla,23.890 €
OPEL Grandland X 1.2 Turbo Ultimate,Gasolina,2021,90.829 km,130 cv,Sevilla,18.890 €
PEUGEOT 308 1.6 BlueHDi Active 120,Diésel,2017,86.250 km,120 cv,Pontevedra,14.850 €
BMW Serie 1 116d,Diésel,2017,137.466 km,116 cv,Sevilla,14.690 €
BMW Serie 1 F20 5p. Diesel 116d,Diésel,2018,76.103 km,116 cv,Vizcaya,20.900 €
VOLVO XC60 D4 Momentum AWD,Diésel,2018,74.173 km,190 cv,Sevilla,30.990 €
VOLVO XC90 2.0 T8 AWD R-Design Auto,Diésel,2019,94.838 km,390 cv,Sevilla,54.990 €
BMW Serie 3 320dA,Diésel,2019,36.634 km,190 cv,Sevilla,27.990 €
SKODA Karoq 1.6TDI AdBlue Ambition DSG,Diésel,2020,40.935 km,115 cv,Sevilla,23.990 €
PEUGEOT 208 1.5 BlueHDi S&S Allure Pack 100,Diésel,2022,23.742 km,100 cv,Sevilla,17.290 €
BMW X1 sDrive 18dA,Diésel,2019,95.370 km,150 cv,Sevilla,23.990 €
OPEL Crossland X 1.2T S&S Edition 110,Gasolina,2020,29.198 km,110 cv,Burgos,16.900 €
VOLVO XC40 D4 Momentum AWD Aut.,Diésel,2018,91.221 km,190 cv,Cantabria,29.990 €
LEXUS NX 300h Business Navigation 2WD,Híbrido,2020,110.016 km,197 cv,Cantabria,27.990 €
SKODA Octavia Combi 1.5 TSI MHEV Sport DSG 110kW,Gasolina,2023,100 km,150 cv,Guipúzcoa,31.900 €
VOLKSWAGEN Golf Variant 1.6TDI Edition,Diésel,2018,53.580 km,115 cv,Almería,22.500 €
MERCEDES-BENZ Clase A BENZ 200CDI 2.0 136CV,Diésel,2015,90.719 km,136 cv,Almería,22.900 €
BMW X1 sDrive 18dA,Diésel,2019,40.516 km,150 cv,Cantabria,25.490 €
VOLKSWAGEN Golf 1.6TDI Advance DSG7 85kW,Diésel,2019,53.358 km,115 cv,Cantabria,19.290 €
VOLKSWAGEN Golf 1.5 TSI Evo BM Advance 96kW,Gasolina,2019,54.621 km,130 cv,Cantabria,17.990 €
CITROEN C5 Aircross BlueHDi S&S Feel 130,Diésel,2019,58.000 km,130 cv,Ciudad Real,22.500 €
SEAT León ST 1.6TDI CR S&S Style 115,Diésel,2018,87.858 km,115 cv,Cantabria,15.990 €
AUDI A6 Avant 40 TDI Sport S tronic,Diésel,2019,116.272 km,204 cv,Sevilla,36.690 €
LAND-ROVER Discovery Sport PHEV SE AWD aut. 309cv,Híbrido,2022,18.000 km,309 cv,Málaga,61.000 €
BMW Serie 2 218d Active Tourer,Diésel,2021,34.343 km,150 cv,Córdoba,34.500 €
PEUGEOT 2008 1.2 PureTech S&S Allure 100,Gasolina,2023,10 km,100 cv,Castellón,24.900 €
MAZDA CX-5 2.2DE Luxury (Navi) 2WD 150,Diésel,2016,68.200 km,150 cv,Tarragona,19.790 €
VOLVO XC40 T4 Recharge R-Design Aut.,Híbrido Enchufable,2022,16.904 km,211 cv,Madrid,43.900 €
FIAT 500 500e 3+1 87Kw Monotrim,Eléctrico,2022,10 km,118 cv,Ávila,27.990 €
KIA Stonic 1.2 DPi Concept,Gasolina,2022,12.920 km,84 cv,Madrid,16.490 €
OPEL Mokka X 1.6CDTi S&S Selective 4x2,Diésel,2017,115.000 km,136 cv,Barcelona,15.600 €
SKODA Scala STYLE,Gasolina,2020,81.900 km,115 cv,Las Palmas,14.995 €
CITROEN C5 X Hybrid 225 e-EAT8 Shine,Híbrido,2022,7.661 km,225 cv,Madrid,34.890 €
JAGUAR XF 2.0i4D Prestige Aut. 163,Diésel,2015,78.000 km,163 cv,Burgos,19.900 €
AUDI A5 Sportback 1.4 TFSI Sport S tronic 110kW,Gasolina,2018,69.459 km,150 cv,Alicante,27.900 €
AUDI Q2 30 TFSI Sport 85kW,Gasolina,2020,93.179 km,116 cv,Cantabria,20.890 €
TOYOTA Aygo 70 x-play,Gasolina,2019,80.826 km,72 cv,Málaga,11.590 €
FORD Kuga 2.5 Duratec FHEV ST-Line X 4x2 Aut.,Híbrido,2023,10 km,190 cv,Vizcaya,37.900 €
SEAT Ibiza 1.0 EcoTSI S&S Style 95,Gasolina,2017,59.000 km,95 cv,Orense,14.400 €
OPEL Corsa 1.4 Expression 75,Gasolina,2016,61.300 km,75 cv,Valencia,9.750 €
NISSAN Juke 1.0 DIG-T Acenta 4x2 117,Gasolina,2020,30.000 km,117 cv,Orense,20.900 €
NISSAN X-Trail 1.7 dCi Tekna 4x2 7 pl.,Diésel,2020,50.500 km,150 cv,Orense,30.900 €
CITROEN C4 1.6 VTi Collection,Gasolina,2013,82.000 km,120 cv,Madrid,9.500 €
FIAT 500 1.0 Hybrid Dolcevita 52kW,Gasolina,2022,1 km,70 cv,Valencia,18.500 €
FIAT Tipo 1.3 Multijet II Mirror,Diésel,2020,45.515 km,95 cv,Granada,14.900 €
ALFA ROMEO Stelvio 2.2 Diesel 118kW (160CV)  RWD Sprint,Diésel,2023,10.000 km,160 cv,Sevilla,44.500 €
PEUGEOT 3008 SUV 1.2 S&S PureTech Active Pack 130,Gasolina,2022,7.602 km,130 cv,Madrid,25.490 €
PEUGEOT 208 Allure Pack Eléctrico 100kW,Eléctrico,2021,18.383 km,136 cv,Madrid,26.990 €
MERCEDES-BENZ EQS SUV 450 4matic,Eléctrico,2023,2.000 km,360 cv,Sevilla,134.900 €
DS 7 Crossback BlueHDi 132kW (180CV) Auto. PERF.LINE Performance Line,Diésel,2018,118.278 km,180 cv,Madrid,24.495 €
NISSAN Qashqai MHEV Acenta (EURO 6d) 2021,Gasolina,2022,16.800 km,103 cv,Zaragoza,24.950 €
FORD Kuga 2.0TDCi Auto S&S Titanium 4x2 150,Diésel,2018,90.400 km,150 cv,Madrid,18.990 €
PEUGEOT 208 1.2 PureTech Allure 82,Gasolina,2016,101.865 km,82 cv,Madrid,10.995 €
HYUNDAI Ioniq Híbrido 1.6 GDI 104 kW (141 CV) 6DCT Klass Nav,Híbrido,2018,88.500 km,105 cv,Madrid,18.400 €
FORD Focus 1.0 Ecoboost MHEV 92kW Active SB,Híbrido,2021,55.644 km,125 cv,Granada,21.900 €
MERCEDES-BENZ Clase B 180d,Diésel,2022,14.554 km,116 cv,Sevilla,35.900 €
AUDI A1 Sportback 1.0 TFSI Adrenalin,Gasolina,2017,73.571 km,95 cv,Madrid,15.290 €
AUDI Q3 2.0TDI 88kW,Diésel,2016,43.715 km,120 cv,Málaga,22.700 €
MINI Countryman Cooper D ALL4 Aut.,Diésel,2019,44.000 km,150 cv,Madrid,28.900 €
FORD Kuga 1.5 EcoBoost ST-Line X FWD 150,Gasolina,2022,4.900 km,150 cv,Álava,31.900 €
RENAULT Captur Zen,Diésel,2014,211.500 km,90 cv,Barcelona,10.500 €
PEUGEOT Rifter 1.5BlueHDi S&S Standard Active 100,Diésel,2020,152.016 km,100 cv,Valencia,15.600 €
CITROEN C3 Aircross BlueHDi S&S Feel Pack 110,Diésel,2022,12.455 km,110 cv,Barcelona,18.490 €
PEUGEOT Rifter 1.5BlueHDi S&S Standard Active EAT8 130,Diésel,2019,61.281 km,131 cv,Barcelona,24.390 €
PEUGEOT 3008 1.2 PureTech 96KW S&S  EAT8 GT Line,Gasolina,2019,72.336 km,130 cv,Barcelona,23.890 €
JEEP Renegade 1.0 Sport 4x2,Gasolina,2019,100.900 km,120 cv,Sevilla,15.990 €
BMW Serie 4 430i Gran Coupe M Pack Individual,Gasolina,2018,125.000 km,Valencia,28.995 €,
TOYOTA Yaris 100H 1.5 Active,Híbrido,2019,40.587 km,100 cv,Madrid,14.990 €
NISSAN Qashqai DIG-T 103 kW (140 CV) E6D ACENTA,Gasolina,2019,93.065 km,140 cv,Lugo,18.900 €
NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 DCT 117kW,Gasolina,2021,25.525 km,160 cv,Lugo,25.900 €
VOLKSWAGEN T-Roc 2.0 TSI R 4Motion DSG7 221kW,Gasolina,2020,59.000 km,300 cv,Barcelona,37.900 €
AUDI A3 Sedán 1.5 TFSI COD EVO S Line ed. 110kW,Gasolina,2019,39.000 km,150 cv,Vizcaya,27.990 €
JEEP Renegade 2.0Mjt Night Eagle II 4x4 AD,Diésel,2019,111.700 km,140 cv,Sevilla,18.600 €
TOYOTA Auris hybrid 140H Feel!,Híbrido,2018,78.453 km,136 cv,Cantabria,16.290 €
TOYOTA Yaris 1.5 DUAL VVT-IE FEEL 5P,Gasolina,2020,62.200 km,111 cv,Alicante,15.350 €
KIA Picanto 1.0 Concept,Gasolina,2019,76.500 km,62 cv,Tarragona,9.990 €
AUDI Q3 35 TDI Black line S tronic 110kW,Diésel,2021,28.113 km,150 cv,Barcelona,41.900 €
CITROEN C3 1.5BlueHDi S&S Feel Pack 100,Diésel,2022,2.992 km,100 cv,Zaragoza,18.990 €
SEAT Toledo 1.0 EcoTSI S&S Xcellence Edition 110,Gasolina,2019,58.256 km,110 cv,Almería,13.990 €
HONDA CR-V 2.0 I-MMD HYBRID ELEGANCE CVT 184 5P,Gasolina,2020,47.827 km,184 cv,Albacete,30.500 €
SEAT Ibiza 1.0 TSI 85kW (115CV) Style Plus,Gasolina,2019,87.272 km,115 cv,Sevilla,12.490 €
BMW X3 xDrive 20dA,Diésel,2021,91.219 km,190 cv,Sevilla,42.990 €
HYUNDAI i20 1.1CRDI Fresh,Diésel,2017,94.681 km,75 cv,Sevilla,10.590 €
PEUGEOT 3008 1.2 PureTech S&S Allure 130,Gasolina,2019,72.329 km,130 cv,Sevilla,19.790 €
VOLKSWAGEN Golf 2.0TDI Advance DSG7 110kW,Diésel,2020,121.895 km,150 cv,Sevilla,21.690 €
SEAT Arona 1.0 TSI 81kW (110CV) DSG FR,Gasolina,2022,18.150 km,110 cv,Sevilla,20.590 €
NISSAN Qashqai dCi 81 kW (110 CV) ACENTA,Diésel,2018,58.797 km,110 cv,Sevilla,16.690 €
PEUGEOT 3008 1.5 BLUE HDI 130 CV GT-LINE,Diésel,2019,59.000 km,130 cv,Pontevedra,22.500 €
LAND-ROVER Range Rover Evoque 2.0L TD4 110KW 4WD HSE 150 5P,Diésel,2018,187.513 km,150 cv,Asturias,24.500 €
BMW Serie 2 216dA Gran Coupé,Diésel,2022,4.010 km,116 cv,Valencia,37.690 €
MERCEDES-BENZ Clase B 200 D AUT,Diésel,2021,109.482 km,150 cv,Pontevedra,24.750 €
CITROEN C3 1.5BlueHDi S&S Shine 100,Diésel,2022,36.353 km,100 cv,Sevilla,15.790 €
ALFA ROMEO Tonale 1.5 MHEV Speciale FWD,Gasolina,2022,18.574 km,130 cv,Sevilla,33.490 €
PEUGEOT Rifter ALLURE BLUE HDI 100 CV,Diésel,2019,116.300 km,100 cv,Pontevedra,16.116 €
OPEL Corsa 1.2T XHL S/S GS-Line 100,Gasolina,2022,15.076 km,100 cv,Sevilla,16.190 €
NISSAN Micra 1.0 G Visia 73,Gasolina,2017,49.847 km,73 cv,Asturias,12.590 €
BMW Serie 4 420i,Gasolina,2019,83.467 km,184 cv,Sevilla,30.490 €
NISSAN Qashqai dCi 85 kW (115 CV) E6D ACENTA,Diésel,2021,41.651 km,115 cv,Sevilla,20.590 €
OPEL Astra 1.6CDTi S/S Dynamic 110,Diésel,2017,85.990 km,110 cv,Pontevedra,14.950 €
RENAULT Kadjar 1.3 TCe GPF Techno 103kW,Gasolina,2022,8.270 km,140 cv,Barcelona,25.120 €
RENAULT Arkana 1.6 E-Tech R.S.Line Fast Track 105kW R.S.Line Fast Track,Híbrido,2022,17 km,145 cv,Barcelona,33.010 €
RENAULT Arkana 1.6 E-Tech R.S.Line Fast Track 105kW R.S.Line Fast Track,Híbrido,2022,18 km,145 cv,Barcelona,33.070 €
JEEP Renegade 2.0Mjt Limited 4x4 AD 103kW,Diésel,2015,170.000 km,140 cv,Cuenca,14.900 €
SEAT León 1.5 TSI S&S FR 150,Gasolina,2022,24.195 km,150 cv,Cantabria,22.390 €
HYUNDAI i30 CW 1.0 TGDI Go,Gasolina,2018,79.441 km,120 cv,Cantabria,15.590 €
RENAULT Clio 1.5dCi Energy Business 55kW,Diésel,2018,76.107 km,75 cv,Cantabria,11.290 €
PEUGEOT 2008 1.2 PureTech S&S Allure 130,Gasolina,2021,62.766 km,130 cv,Cantabria,18.990 €
RENAULT Mégane S.T. 1.5dCi Blue Business 85kW,Diésel,2018,131.744 km,115 cv,Cantabria,12.790 €
VOLKSWAGEN Polo 1.0 TSI Advance 70kW,Gasolina,2020,69.171 km,95 cv,Cantabria,14.990 €
TESLA Model 3 Gran Autonomía AWD,Eléctrico,2019,85.218 km,345 cv,Cantabria,34.990 €
SEAT Ateca 1.6TDI CR S&S Ecomotive Reference,Diésel,2019,116.483 km,115 cv,Cantabria,16.990 €
SEAT Arona 1.0 TGI 66kW (90CV) Xcellence Edition,Diésel,2019,24.987 km,90 cv,Cantabria,14.990 €
PEUGEOT 2008 1.6 e-HDI Active,Diésel,2014,163.111 km,92 cv,Almería,10.900 €
SKODA Fabia 1.0 MPI Like 55kW,Gasolina,2019,67.019 km,75 cv,Cantabria,10.990 €
SEAT Ibiza 1.0 TSI 85kW (115CV) Style Plus,Gasolina,2019,85.549 km,115 cv,Cantabria,12.990 €
MASERATI Levante Executive V6 350CV Gasolina AWD,Gasolina,2022,18.536 km,350 cv,Cantabria,84.190 €
VOLKSWAGEN Tiguan 2.0TDI Sport DSG 110kW,Diésel,2020,126.851 km,150 cv,Cantabria,24.490 €
TOYOTA RAV-4 2.5 hybrid 2WD Advance,Híbrido,2018,45.000 km,197 cv,Alicante,28.500 €
SKODA Fabia 1.0 TSI Ambition 70kW,Gasolina,2020,80.317 km,95 cv,Madrid,13.490 €
FORD EcoSport 1.0 EcoBoost Active 125,Gasolina,2022,6.285 km,125 cv,Alicante,23.900 €
BMW X6 xDrive 30dA,Diésel,2020,59.343 km,265 cv,Córdoba,77.900 €
PEUGEOT 3008 225 e-EAT8 Allure,Híbrido,2020,36.680 km,225 cv,Castellón,30.500 €
VOLKSWAGEN Golf Variant 2.0TDI Advance DSG7,Diésel,2018,110.258 km,150 cv,Madrid,16.490 €
FORD Kuga NUEVO ST-LINE X 2.5 Duratec PHEV 165KW(225CV)Automático HF-45 E6.2,Híbrido,2022,20.500 km,224 cv,Alicante,34.900 €
PEUGEOT 308 SW  Hybrid 180 eEAT8 Allure Pack,Híbrido,2022,18.340 km,180 cv,Granada,31.990 €
PEUGEOT 308 1.6 BlueHDi Access 100,Diésel,2019,59.695 km,100 cv,Madrid,12.990 €
MITSUBISHI Outlander PHEV Kaiteki 4WD,Híbrido Enchufable,2021,22.500 km,203 cv,Las Palmas,30.486 €
PEUGEOT 2008 1.2 PureTech S&S Allure 100,Gasolina,2023,5 km,100 cv,Tarragona,23.790 €
RENAULT Clio TCe Energy Limited 66kW,Gasolina,2018,30.000 km,90 cv,Valencia,12.690 €
MERCEDES-BENZ Clase B 200 7G-DCT,Gasolina,2021,32.345 km,156 cv,Castellón,35.500 €
PEUGEOT 2008 1.2 PureTech S&S Allure 130,Gasolina,2018,48.250 km,130 cv,Tarragona,16.490 €
PEUGEOT 208 1.5 BlueHDi S&S Active 100,Diésel,2023,9.896 km,100 cv,Tarragona,19.990 €
VOLVO V60 D3 Momentum Aut.,Diésel,2018,66.884 km,150 cv,Madrid,30.900 €
VOLVO XC40 T5 Recharge R-Design Aut.,Híbrido Enchufable,2021,12.607 km,262 cv,Madrid,44.900 €
AUDI A3 Sportback 30TDI S line,Diésel,2022,10 km,116 cv,Cantabria,30.490 €
AUDI A3 Sportback 35TDI S line S tronic,Diésel,2022,27.789 km,150 cv,Guipúzcoa,32.900 €
JEEP Compass 1.4 Multiair Longitude 4x2 103kW,Gasolina,2019,48.460 km,140 cv,Girona,21.500 €
FORD Focus Sportbreak 1.5 Ecoboost Active 150,Gasolina,2019,35.395 km,150 cv,Vizcaya,22.500 €
FIAT 500 1.0 Hybrid Dolcevita 52kW,Gasolina,2023,1 km,70 cv,Valencia,18.500 €
HYUNDAI Tucson 2.0 CRDI 48V STYLE AUTO 4WD 185 5P,Híbrido,2019,60.485 km,185 cv,Asturias,29.490 €
FORD Fiesta 1.0 EcoBoost Titanium,Gasolina,2017,71.793 km,100 cv,Vizcaya,15.500 €
SEAT Toledo 1.6TDI CR Reference 115,Diésel,2016,82.000 km,115 cv,Orense,12.900 €
FORD EcoSport 1.0 EcoBoost ST Line 125,Gasolina,2019,77.070 km,125 cv,Vizcaya,16.900 €
FORD S-Max 2.0TDCi Panther Titanium Powershift 150,Diésel,2020,75.000 km,150 cv,Vizcaya,30.500 €
PEUGEOT 2008 1.5BlueHDi S&S Allure EAT8 130,Diésel,2022,43.840 km,130 cv,Valencia,23.900 €
FORD Kuga 1.5 EcoBoost ST-Line X FWD 150,Gasolina,2021,18.342 km,150 cv,Madrid,25.990 €
BMW Serie 3 M3,Gasolina,2018,25 km,431 cv,Alicante,116.900 €
FIAT Panda 1.0 Gse Cross Hybrid,Gasolina,2023,1 km,70 cv,Sevilla,15.500 €
KIA Sportage 1.6 T-GDi GT Line Essential 4x2 177,Gasolina,2019,56.500 km,177 cv,Granada,23.900 €
MERCEDES-BENZ Clase E 200 d,Diésel,2020,18.387 km,160 cv,Sevilla,49.500 €
AUDI Q7 50 TDI S line plus quattro,Diésel,2022,13.597 km,286 cv,Córdoba,105.000 €
PEUGEOT 3008 1.2 PureTech S&S Allure 130,Gasolina,2019,103.850 km,130 cv,Álava,23.900 €
KIA Picanto 1.0 DPi Concept,Gasolina,2023,7 km,67 cv,Salamanca,13.700 €
SEAT Arona 1.0 TSI S&S Style 110,Gasolina,2022,10.936 km,110 cv,Córdoba,19.400 €
DS 3 Crossback BlueHDi Performance Line 130 Aut.,Diésel,2021,13.644 km,130 cv,Barcelona,24.590 €
VOLKSWAGEN Taigo 1.0 TSI Life 81kW,Gasolina,2022,12.000 km,110 cv,Alicante,25.000 €
VOLKSWAGEN Golf 1.6TDI CR BMT Advance 110,Diésel,2017,99.920 km,110 cv,Madrid,15.500 €
AUDI A1 1.0 30 TFSI S LINE SPORTBACK 5P,Gasolina,2019,71.314 km,116 cv,Murcia,21.350 €
CITROEN C3 Aircross Puretech S&S Shine EAT6 130,Gasolina,2022,13.028 km,130 cv,Girona,23.490 €
TOYOTA Auris Touring Sports hybrid 140H Active,Híbrido,2018,158.732 km,136 cv,Cantabria,15.990 €
PEUGEOT 208 PureTech 73kW (100CV) Allure,Gasolina,2023,5.083 km,100 cv,Almería,19.990 €
SEAT León ST 2.0TDI CR S&S FR DSG7 150,Diésel,2019,146.249 km,150 cv,Sevilla,19.390 €
OPEL Astra 1.6CDTi S/S Selective Pro 110,Diésel,2019,83.145 km,110 cv,Sevilla,12.990 €
PEUGEOT 308 SW 1.2 PureTech S&S Style 130,Gasolina,2016,62.550 km,130 cv,Pontevedra,13.500 €
